                             GENEMARK PREDICTIONS

Sequence: chrY:22407149-23158651
Sequence file: gm_sequence
Sequence length: 751503
GC Content:  40.15%
Window length: 96
Window step: 12
Threshold value: 0.500
---
Matrix: human_38.mat
Matrix author: Nikolai Ivanov
Matrix order: 5

List of Regions of interest
(regions from stop to stop codon w/ a signal in between)

  LEnd      REnd    Strand      Frame
  710208    710390  complement  fr 2
  710614    710880  direct      fr 1
  711025    711348  complement  fr 3
  711335    711535  complement  fr 1
  713032    713331  direct      fr 1
  713844    714056  complement  fr 2
  714046    714444  complement  fr 3
  715100    715378  complement  fr 1
  716205    716387  complement  fr 2
  717165    717374  complement  fr 2
  717187    717576  complement  fr 3
  717468    717809  complement  fr 2
  717843    718292  direct      fr 3
  718323    718649  complement  fr 2
  718737    719081  complement  fr 2
  718976    719173  complement  fr 1
  719180    719686  complement  fr 1
  719218    719370  direct      fr 1
  719229    719621  direct      fr 3
  719711    720010  complement  fr 1
  720178    720363  direct      fr 1
  720202    720528  complement  fr 3
  720570    720872  complement  fr 2
  721775    722038  complement  fr 1
  725682    725861  complement  fr 2
  730872    731015  complement  fr 2
  731013    731318  complement  fr 2
  731186    731455  complement  fr 1
  731316    731546  complement  fr 2
  734135    734416  complement  fr 1
  734790    735410  complement  fr 2
  735408    735884  complement  fr 2
  735860    736846  complement  fr 1
  736692    736943  complement  fr 2
  736844    737344  complement  fr 1
  738583    738972  direct      fr 1
  739251    739661  direct      fr 3
  739698    739901  direct      fr 3
  739985    740371  direct      fr 2
  744232    744390  direct      fr 1
  745201    745593  direct      fr 1
  745591    745800  direct      fr 1
  747174    747338  direct      fr 3
  747562    747807  direct      fr 1
  747723    748424  direct      fr 3
  748059    748274  complement  fr 2
  748597    748947  direct      fr 1
  748945    749574  direct      fr 1

List of Protein-Coding Exons
(regions between acceptor and donor site w/ coding function >0.500000)

 Left     Right
 End      End      Strand     Frame   Prob
-------  -------  ----------- -----  ------
     32      106  direct       fr 3  0.9084

    134      179  direct       fr 1  0.6444

    431      605  complement   fr 1  0.6079
    484      595                     0.7379

    519      605  complement   fr 1  0.8517
    519      595                     0.8436

    647      745  direct       fr 1  0.8124
    661      721                     0.8514

   1180     1255  complement   fr 2  0.4721

   1456     1532  complement   fr 1  0.5450

   1953     2020  direct       fr 1  0.4847

   2063     2176  complement   fr 3  0.6042
   2085     2150                     0.5830

   2107     2176  complement   fr 3  0.6350

   2343     2414  complement   fr 2  0.7947
   2358     2400                     0.8368

   3567     3716  complement   fr 2  0.2874
   3585     3685                     0.2587

   3576     3664  direct       fr 3  0.6170
   3603     3655                     0.7753

   3662     3716  complement   fr 2  0.3554

   3889     3996  complement   fr 1  0.7986
   3895     3996                     0.8573

   3974     4071  direct       fr 3  0.4235
   4027     4054                     0.7910

   4138     4180  complement   fr 3  0.6538
   4147     4171                     0.8168

   4296     4532  complement   fr 2  0.6039
   4307     4521                     0.6201

   4646     4774  complement   fr 2  0.6608
   4659     4748                     0.7245

   5154     5316  complement   fr 2  0.7106
   5171     5279                     0.7824

   5242     5455  direct       fr 1  0.3462
   5261     5434                     0.3880

   5270     5316  complement   fr 2  0.6018

   5299     5455  direct       fr 1  0.3682
   5337     5434                     0.3473

   5337     5455  direct       fr 1  0.3555
   5375     5434                     0.3874

   5375     5455  direct       fr 1  0.3876
   5391     5434                     0.3288

   5517     5597  complement   fr 1  0.6932
   5525     5575                     0.7636

   5906     5945  complement   fr 2  0.5845

   5938     6056  direct       fr 2  0.7563
   5968     6045                     0.9077

   6041     6147  direct       fr 3  0.5275

   6385     6463  complement   fr 3  0.5151
   6408     6432                     0.7131

   6617     6713  direct       fr 2  0.4559
   6660     6696                     0.6917

   6694     6768  direct       fr 1  0.4357

   6804     6879  complement   fr 1  0.5803
   6811     6851                     0.7325

   7213     7323  direct       fr 2  0.7340
   7230     7318                     0.9017

   7552     7594  complement   fr 3  0.4787

   7770     7926  direct       fr 3  0.6949
   7794     7883                     0.8884

   7928     8002  complement   fr 1  0.3452

   8203     8261  direct       fr 2  0.7928

   8331     8382  direct       fr 3  0.6218

   8494     8584  complement   fr 3  0.4997

   8523     8604  direct       fr 1  0.4920
   8523     8546                     0.7008

   8627     8689  complement   fr 2  0.4014
   8665     8689                     0.5471

   8835     8928  direct       fr 3  0.5896
   8888     8912                     0.9112

   8948     8990  complement   fr 2  0.6509

   9294     9350  complement   fr 2  0.2764

   9380     9467  direct       fr 3  0.7467
   9397     9442                     0.8604

   9611     9724  direct       fr 1  0.3306
   9640     9680                     0.4359

   9756     9809  complement   fr 3  0.7245

   9940    10043  direct       fr 2  0.7760
   9940    10020                     0.7480

  10045    10096  complement   fr 3  0.6425

  10116    10240  direct       fr 1  0.5430
  10136    10190                     0.6646

  10248    10421  direct       fr 3  0.7965
  10254    10410                     0.8536

  10507    10600  complement   fr 2  0.5142
  10535    10596                     0.5241

  10528    10670  direct       fr 3  0.2210
  10539    10670                     0.1942

  10535    10600  complement   fr 2  0.5241
  10554    10596                     0.5002

  10588    10670  direct       fr 2  0.3840
  10588    10644                     0.3491

  10620    10670  direct       fr 3  0.2894

  11055    11162  direct       fr 2  0.9314
  11059    11143                     0.9308

  11270    11342  direct       fr 1  0.4577

  11387    11490  complement   fr 2  0.5020
  11448    11475                     0.6533

  11439    11501  direct       fr 1  0.2698

  11665    11742  direct       fr 1  0.6265
  11680    11705                     0.7132

  12125    12291  direct       fr 2  0.5376
  12151    12285                     0.6254

  12223    12291  direct       fr 2  0.5595
  12241    12285                     0.6227

  12470    12591  direct       fr 3  0.8270
  12510    12587                     0.9139

  12752    12903  complement   fr 2  0.2704
  12803    12852                     0.3437

  12858    12958  direct       fr 1  0.8998
  12879    12916                     0.9942

  12963    13200  direct       fr 3  0.6652
  12985    13159                     0.7314

  13107    13200  direct       fr 3  0.5713
  13136    13159                     0.8129

  13177    13239  direct       fr 2  0.7154
  13187    13235                     0.8779

  13376    13482  complement   fr 2  0.4078
  13416    13451                     0.7634

  13436    13595  direct       fr 1  0.5718
  13475    13542                     0.7813

  13487    13595  direct       fr 1  0.6731
  13493    13542                     0.9327

  13726    13805  direct       fr 1  0.4649

  13803    13915  direct       fr 3  0.6593
  13856    13897                     0.8763

  15077    15171  complement   fr 2  0.5086
  15098    15156                     0.5981

  18033    18072  complement   fr 1  0.6879
  18041    18072                     0.9171

  18088    18180  complement   fr 3  0.9728
  18091    18149                     0.9638

  19705    19828  direct       fr 2  0.5684
  19709    19799                     0.6557

  19829    19968  direct       fr 1  0.6285
  19864    19897                     0.9558

  19976    20017  complement   fr 2  0.7110

  20024    20203  complement   fr 1  0.6616
  20036    20139                     0.7693

  20126    20203  complement   fr 1  0.6004

  20171    20456  complement   fr 3  0.3978
  20252    20384                     0.5837

  20448    20523  direct       fr 2  0.7879
  20454    20513                     0.8782

  20572    20688  complement   fr 1  0.3701
  20585    20688                     0.3738

  20700    20898  direct       fr 1  0.4278
  20716    20843                     0.4464

  20957    21029  direct       fr 2  0.5904
  20995    21022                     0.7423

  21059    21144  complement   fr 1  0.6468
  21066    21123                     0.6499

  21143    21247  direct       fr 2  0.9005
  21162    21234                     0.9917

  21264    21416  complement   fr 2  0.6615
  21278    21350                     0.6051

  21746    21980  direct       fr 3  0.4685
  21750    21948                     0.4872

  21864    21980  direct       fr 3  0.3047
  21872    21948                     0.2506

  21994    22121  direct       fr 2  0.7479
  22011    22092                     0.8163

  22183    22245  direct       fr 3  0.7060

  22630    22756  complement   fr 3  0.4911
  22657    22724                     0.5324

  22904    22957  complement   fr 1  0.7665
  22922    22948                     0.9754

  23026    23267  complement   fr 3  0.1982
  23062    23250                     0.2135

  23126    23267  complement   fr 3  0.1708
  23152    23250                     0.0734

  23152    23235  complement   fr 2  0.8689
  23152    23182                     0.8024

  23571    23708  direct       fr 1  0.5606
  23571    23633                     0.8360

  23718    23904  direct       fr 2  0.5782
  23742    23856                     0.7163

  23884    23991  direct       fr 3  0.5855
  23888    23928                     0.5165

  24148    24219  direct       fr 2  0.7992
  24148    24216                     0.7992

  24683    24810  direct       fr 2  0.4854
  24717    24755                     0.4155

  24715    24855  complement   fr 3  0.2502
  24755    24851                     0.1386

  24743    24810  direct       fr 2  0.5702

  24854    24988  complement   fr 2  0.4068
  24906    24984                     0.6966

  25221    25334  complement   fr 1  0.5582
  25242    25322                     0.5821

  28827    28990  complement   fr 2  0.6683
  28871    28968                     0.8191

  28959    29068  complement   fr 3  0.4763
  28988    29026                     0.7183

  29637    29767  complement   fr 3  0.4099
  29691    29746                     0.6035

  29714    29767  complement   fr 3  0.5508
  29721    29746                     0.5944

  30669    30757  complement   fr 2  0.6637
  30680    30744                     0.6544

  31225    31302  complement   fr 1  0.4590

  31766    31854  complement   fr 1  0.3193

  32451    32516  direct       fr 2  0.5746

  32819    32903  complement   fr 2  0.4740

  32907    32942  complement   fr 3  0.3571
  32917    32942                     0.3571

  34195    34260  direct       fr 1  0.7831
  34222    34260                     0.8630

  36997    37166  complement   fr 1  0.2503
  37027    37136                     0.1862

  37040    37116  direct       fr 1  0.3453
  37075    37116                     0.3480

  38058    38165  complement   fr 1  0.4182
  38070    38150                     0.4214

  40838    40895  complement   fr 1  0.7783

  41654    41796  direct       fr 3  0.7854
  41697    41757                     0.9937

  41759    41917  direct       fr 2  0.4012
  41817    41875                     0.6202

  41889    42000  direct       fr 3  0.4052
  41901    41989                     0.3781

  41894    41966  complement   fr 1  0.4755
  41910    41948                     0.7104

  42228    42294  direct       fr 3  0.4097

  42698    42775  direct       fr 3  0.3514

  42806    42862  complement   fr 1  0.5448
  42812    42850                     0.4916

  42866    42949  direct       fr 1  0.6394
  42872    42901                     0.7045

  42947    42986  direct       fr 2  0.5412
  42961    42984                     0.6741

  42993    43039  complement   fr 3  0.6761
  43002    43027                     0.8530

  43045    43085  complement   fr 1  0.6633

  43089    43170  direct       fr 3  0.7283
  43107    43158                     0.7913

  43236    43372  complement   fr 1  0.5141
  43277    43353                     0.7434

  43362    43465  complement   fr 3  0.5044
  43378    43429                     0.6430

  43486    43659  direct       fr 2  0.5673
  43519    43610                     0.7284

  43486    43656  direct       fr 1  0.1844
  43519    43610                     0.1987

  43519    43659  direct       fr 2  0.5974
  43545    43610                     0.8980

  43716    43802  direct       fr 1  0.5118
  43736    43765                     0.7170

  43900    44068  direct       fr 3  0.7992
  43909    44019                     0.8532

  44053    44199  direct       fr 1  0.4657
  44070    44130                     0.7278

  44187    44426  complement   fr 2  0.5867
  44229    44401                     0.5910

  44362    44426  complement   fr 2  0.6327

  44414    44511  complement   fr 1  0.4133

  44509    44664  direct       fr 2  0.5873
  44545    44604                     0.9111

  44687    44739  complement   fr 1  0.6714

  44751    45300  direct       fr 1  0.6985
  44751    45300                     0.6985

  44861    44951  direct       fr 3  0.7743
  44861    44901                     0.6315

  44903    45300  direct       fr 1  0.7032
  44953    45300                     0.7819

  45109    45300  direct       fr 1  0.7978
  45157    45300                     0.9159

  45433    45495  complement   fr 3  0.6722

  45462    45662  complement   fr 2  0.4583
  45494    45656                     0.4985

  45666    45942  complement   fr 1  0.6261
  45703    45928                     0.6783

  45753    45942  complement   fr 1  0.6748
  45763    45928                     0.7069

  45786    45942  complement   fr 1  0.7104
  45824    45928                     0.7829

  45999    46080  direct       fr 1  0.7407
  45999    46080                     0.7407

  46131    46344  direct       fr 3  0.4759
  46153    46284                     0.5509

  48256    48381  direct       fr 2  0.4556
  48288    48326                     0.5170

  48434    48536  complement   fr 2  0.5115
  48476    48522                     0.9144

  48634    48747  direct       fr 3  0.7455
  48666    48730                     0.9394

  52369    52532  complement   fr 3  0.6182
  52413    52510                     0.8027

  52501    52610  complement   fr 1  0.4674
  52530    52568                     0.7500

  53178    53308  complement   fr 3  0.4691
  53232    53287                     0.7362

  54134    54298  complement   fr 2  0.3944
  54210    54285                     0.7674

  54766    54830  complement   fr 1  0.3630

  54766    54830  complement   fr 2  0.4887

  55307    55395  complement   fr 1  0.3536

  55982    56057  direct       fr 2  0.4952

  56360    56444  complement   fr 2  0.5036

  58517    58573  complement   fr 2  0.6025

  60538    60707  complement   fr 1  0.2614
  60568    60677                     0.1662

  60581    60660  direct       fr 1  0.5032
  60616    60660                     0.5958

  61654    61706  complement   fr 1  0.6279
  61666    61691                     0.6823

  63783    63846  complement   fr 2  0.8265

  64382    64436  complement   fr 1  0.7676

  65195    65340  direct       fr 3  0.7739
  65238    65298                     0.9866

  65300    65416  direct       fr 2  0.4105

  65403    65525  direct       fr 3  0.4169
  65430    65518                     0.4232

  65451    65489  complement   fr 1  0.7119

  66347    66461  complement   fr 1  0.5017
  66353    66431                     0.5630

  66373    66461  complement   fr 1  0.4972
  66395    66431                     0.5274

  66407    66490  direct       fr 1  0.4516
  66413    66442                     0.6510

  66488    66531  direct       fr 2  0.4998
  66502    66527                     0.7545

  66521    66580  complement   fr 3  0.6594
  66521    66568                     0.6254

  66543    66580  complement   fr 3  0.8320

  66630    66711  direct       fr 3  0.7557
  66648    66699                     0.7788

  66824    66913  complement   fr 1  0.7541
  66848    66894                     0.8900

  66903    67006  complement   fr 3  0.6125
  66919    66970                     0.7233

  67027    67200  direct       fr 2  0.5739
  67060    67151                     0.7584

  67060    67200  direct       fr 2  0.6191
  67086    67151                     0.8828

  67257    67343  direct       fr 1  0.5138
  67277    67306                     0.7186

  67441    67609  direct       fr 3  0.7564
  67450    67560                     0.8988

  67594    67671  direct       fr 1  0.7060
  67611    67666                     0.7868

  67728    67967  complement   fr 2  0.5328
  67770    67942                     0.5459

  67770    67967  complement   fr 2  0.5686
  67810    67942                     0.5718

  67903    67967  complement   fr 2  0.6034

  67946    68052  complement   fr 1  0.4180

  68050    68208  direct       fr 2  0.5577
  68086    68145                     0.9116

  68172    68219  complement   fr 2  0.5129

  68205    68280  complement   fr 1  0.4904
  68228    68264                     0.6593

  68292    68835  direct       fr 1  0.6765
  68308    68830                     0.6882

  68402    68492  direct       fr 3  0.7045
  68407    68442                     0.6437

  68427    68835  direct       fr 1  0.6869
  68427    68830                     0.6818

  68441    68492  direct       fr 3  0.8692

  68494    68835  direct       fr 1  0.7676
  68500    68830                     0.7759

  68650    68835  direct       fr 1  0.7949
  68698    68830                     0.9077

  68974    69036  complement   fr 3  0.6945

  69003    69197  complement   fr 2  0.4460
  69035    69186                     0.5070

  69207    69483  complement   fr 1  0.6486
  69244    69469                     0.6865

  69294    69483  complement   fr 1  0.7165
  69304    69469                     0.7522

  69540    69675  direct       fr 1  0.5395
  69559    69622                     0.8444

  69672    69888  direct       fr 3  0.4906
  69694    69825                     0.5655

  69954    70068  direct       fr 1  0.3674

  71797    71922  direct       fr 2  0.5223
  71829    71867                     0.7214

  71966    72063  complement   fr 2  0.3995
  72017    72058                     0.8850

  72175    72271  direct       fr 3  0.6933
  72207    72250                     0.9421

  72334    72447  complement   fr 2  0.5594
  72355    72435                     0.5847

  75927    76058  complement   fr 3  0.7704
  75943    76058                     0.7679

  76638    76685  complement   fr 1  0.5745
  76649    76673                     0.7315

  77808    77879  complement   fr 3  0.5904
  77829    77858                     0.7696

  78285    78360  complement   fr 2  0.3577

  79230    79287  complement   fr 2  0.7768

  79511    79606  direct       fr 1  0.6291
  79534    79573                     0.6985

  79534    79606  direct       fr 1  0.6733
  79548    79573                     0.9027

  79929    80011  complement   fr 1  0.2178
  79969    79993                     0.0371

  79948    80021  direct       fr 3  0.8061
  79957    80010                     0.8793

  81949    82139  complement   fr 1  0.4804
  81970    82109                     0.5225

  82013    82086  direct       fr 1  0.2821
  82048    82078                     0.2911

  82044    82139  complement   fr 1  0.3785
  82053    82109                     0.2411

  83000    83115  direct       fr 3  0.6750
  83056    83113                     0.8746

  85475    85520  complement   fr 1  0.7447

  86424    86558  direct       fr 1  0.5933
  86465    86551                     0.8447

  86542    86624  complement   fr 3  0.5845
  86575    86612                     0.8923

  87167    87216  direct       fr 1  0.5348
  87180    87216                     0.6359

  87444    87524  direct       fr 2  0.6988

  87536    87600  direct       fr 1  0.6939

  87594    87721  complement   fr 2  0.7458
  87623    87721                     0.9110

  87859    87969  complement   fr 3  0.6061

  87963    88039  direct       fr 3  0.8670
  87968    87996                     0.7931

  88175    88217  complement   fr 3  0.3528

  88261    88333  direct       fr 1  0.7733
  88289    88318                     0.9952

  88352    88428  complement   fr 2  0.6087
  88365    88398                     0.8254

  88421    88504  complement   fr 1  0.3199

  88515    88665  direct       fr 3  0.9318
  88522    88616                     0.9003

  88721    88785  complement   fr 3  0.8120

  88826    88976  complement   fr 3  0.5639
  88855    88963                     0.5870

  88924    89094  complement   fr 2  0.3535
  88924    89055                     0.3208

  88999    89094  complement   fr 2  0.3015
  89030    89055                     0.0994

  89108    89167  direct       fr 1  0.5935

  89200    89261  direct       fr 2  0.5216
  89200    89255                     0.6085

  89270    89435  complement   fr 3  0.6956
  89290    89393                     0.7904

  89675    89744  direct       fr 3  0.6838
  89694    89728                     0.8767

  89742    89921  direct       fr 1  0.7274
  89768    89895                     0.7667

  90031    90100  direct       fr 1  0.5263
  90040    90080                     0.4736

  90358    90468  direct       fr 3  0.3043

  90446    90528  complement   fr 1  0.4697
  90464    90528                     0.6000

  93650    93702  direct       fr 2  0.4601
  93669    93695                     0.2215

  94250    94437  complement   fr 2  0.3671
  94267    94425                     0.3459

  94288    94350  direct       fr 2  0.8340
  94288    94319                     0.9467

  94346    94437  complement   fr 2  0.4969
  94350    94425                     0.5052

  94765    94939  direct       fr 1  0.6140
  94794    94907                     0.7132

  96454    96496  direct       fr 1  0.7388
  96461    96485                     0.9905

  96548    96617  direct       fr 3  0.8416
  96567    96609                     0.8965

  96656    96738  direct       fr 2  0.7049
  96672    96695                     0.7303

  96793    96937  complement   fr 2  0.7556
  96822    96937                     0.7884

  97178    97357  complement   fr 2  0.5515
  97194    97357                     0.5900

  97272    97357  complement   fr 2  0.8970
  97299    97357                     0.9910

  98807    98919  complement   fr 3  0.5926
  98824    98904                     0.6437

  99096    99153  direct       fr 2  0.7968
  99107    99136                     0.9941

  99286    99474  complement   fr 2  0.4572
  99297    99458                     0.4536

  99387    99474  complement   fr 2  0.6909
  99416    99458                     0.8400

  99592    99665  complement   fr 2  0.6197
  99592    99641                     0.6635

  99619    99751  direct       fr 3  0.6468
  99630    99730                     0.6863

  99652    99751  direct       fr 3  0.6915
  99670    99730                     0.7544

  99773    99934  complement   fr 1  0.2977
  99806    99895                     0.1697

  99908    99992  complement   fr 3  0.7404
  99921    99963                     0.8513

 100425   100489  direct       fr 3  0.7102
 100441   100472                     0.8977

 100656   101256  complement   fr 1  0.5292
 100667   101239                     0.5243

 100843   101256  complement   fr 1  0.5375
 100883   101239                     0.5398

 100977   101031  complement   fr 3  0.4655

 101031   101256  complement   fr 1  0.5660
 101031   101239                     0.5258

 101263   101392  complement   fr 3  0.7085
 101288   101386                     0.8082

 101403   101437  direct       fr 1  0.6253
 101403   101428                     0.7285

 101450   101551  complement   fr 3  0.4459

 101563   101734  complement   fr 1  0.5308
 101599   101698                     0.5599

 101641   101734  complement   fr 1  0.6888

 102140   102341  complement   fr 2  0.6481
 102178   102304                     0.7362

 102285   102341  complement   fr 2  0.8749

 102483   102782  direct       fr 2  0.6739
 102490   102766                     0.6475

 102543   102782  direct       fr 2  0.7408
 102562   102766                     0.7212

 103105   103206  direct       fr 2  0.7254
 103113   103188                     0.8112

 103130   103206  direct       fr 2  0.7930
 103146   103188                     0.9249

 103361   103540  direct       fr 2  0.7457
 103410   103529                     0.7904

 103684   103762  complement   fr 3  0.6436
 103701   103730                     0.6409

 103882   103960  complement   fr 3  0.3983
 103894   103940                     0.3807

 104099   104401  direct       fr 1  0.8074
 104105   104388                     0.8573

 104499   104630  complement   fr 2  0.4481
 104505   104616                     0.4074

 104495   104604  direct       fr 1  0.4351
 104519   104604                     0.5437

 104505   104630  complement   fr 2  0.4481
 104538   104616                     0.4357

 104567   104604  direct       fr 1  0.6369
 104580   104604                     0.6910

 104738   104793  complement   fr 1  0.6094
 104740   104765                     0.7718

 104939   105065  direct       fr 1  0.7260
 104963   105046                     0.8446

 105255   105369  direct       fr 2  0.7079
 105261   105348                     0.6940

 105369   105441  complement   fr 3  0.6350
 105387   105416                     0.6645

 112213   112265  complement   fr 2  0.3103

 114373   114422  complement   fr 2  0.5159

 114414   114491  direct       fr 1  0.5057

 115302   115475  complement   fr 2  0.2876
 115333   115421                     0.2255

 116073   116172  complement   fr 3  0.4177
 116088   116147                     0.4407

 116260   116328  complement   fr 3  0.8679
 116262   116297                     0.8326

 116386   116610  direct       fr 2  0.5468
 116411   116572                     0.5870

 116868   116940  complement   fr 2  0.7296
 116880   116925                     0.8213

 116929   117011  direct       fr 1  0.5295

 117010   117186  complement   fr 1  0.9009
 117053   117177                     0.9874

 117497   117560  direct       fr 3  0.7258
 117497   117553                     0.7258

 117679   117845  direct       fr 1  0.4000
 117708   117818                     0.3661

 117786   117845  direct       fr 1  0.7094

 117953   118060  complement   fr 1  0.1881
 118015   118054                     0.2224

 118190   118262  complement   fr 1  0.5013
 118205   118255                     0.6453

 118450   118556  direct       fr 1  0.7772
 118458   118532                     0.9335

 118585   118755  direct       fr 3  0.5143
 118595   118748                     0.5212

 118719   118872  complement   fr 2  0.4394
 118763   118836                     0.5867

 118763   118872  complement   fr 2  0.5089
 118786   118836                     0.6207

 118791   118852  direct       fr 1  0.3886

 118961   119021  direct       fr 1  0.5367

 119222   119268  direct       fr 1  0.2848
 119245   119268                     0.4400

 119278   119355  complement   fr 3  0.5556
 119297   119346                     0.6323

 119406   119464  complement   fr 1  0.4317
 119425   119456                     0.4984

 119598   119702  complement   fr 2  0.4618
 119650   119697                     0.6381

 121231   121274  direct       fr 1  0.5821

 121836   121948  direct       fr 3  0.4106
 121872   121909                     0.3926

 121934   121999  complement   fr 3  0.6808
 121945   121991                     0.7969

 122296   122428  direct       fr 3  0.5064
 122355   122401                     0.9440

 123824   123928  complement   fr 3  0.4196
 123856   123907                     0.5175

 124080   124145  complement   fr 2  0.6015
 124104   124137                     0.8838

 124299   124350  complement   fr 1  0.7512
 124299   124341                     0.7007

 124326   124396  complement   fr 3  0.4190
 124367   124392                     0.7772

 125080   125156  complement   fr 3  0.7617
 125100   125145                     0.9165

 125746   125811  complement   fr 3  0.7822
 125754   125805                     0.9487

 126793   126881  direct       fr 3  0.6661

 127653   127696  direct       fr 2  0.6443

 128376   128434  direct       fr 3  0.7699
 128382   128424                     0.9608

 128629   128837  direct       fr 2  0.6657
 128634   128805                     0.7364

 128945   129036  direct       fr 2  0.3602
 128958   128994                     0.5383

 131344   131424  direct       fr 2  0.5381

 131579   131624  direct       fr 1  0.5470

 132748   132805  complement   fr 1  0.3886

 133641   133708  complement   fr 3  0.7436
 133666   133697                     0.9297

 134104   134176  complement   fr 3  0.5605
 134127   134169                     0.6146

 134262   134512  complement   fr 3  0.3771
 134293   134498                     0.4188

 134615   134703  complement   fr 3  0.3236

 134937   135019  direct       fr 2  0.5129

 134978   135432  complement   fr 1  0.5715
 135050   135386                     0.6412

 135441   135549  complement   fr 3  0.6237
 135462   135534                     0.7092

 135712   135792  direct       fr 3  0.6463

 135889   135933  complement   fr 1  0.7059

 137151   137240  direct       fr 1  0.4847

 137249   137296  complement   fr 3  0.7846
 137249   137283                     0.7496

 137378   137509  complement   fr 1  0.4808
 137432   137477                     0.8814

 137626   137836  complement   fr 1  0.5479
 137646   137809                     0.5362

 138841   138889  complement   fr 1  0.7120

 140242   140318  direct       fr 2  0.2755
 140290   140316                     0.2597

 141630   141719  complement   fr 2  0.3274

 141804   141852  complement   fr 3  0.6232

 142386   142483  complement   fr 1  0.3911
 142399   142427                     0.6429

 142550   142646  complement   fr 1  0.4787
 142579   142615                     0.8003

 142640   142744  complement   fr 3  0.4469
 142656   142699                     0.5265

 142839   143149  complement   fr 3  0.6036
 142857   143108                     0.6578

 143163   143241  complement   fr 2  0.6587
 143170   143209                     0.4886

 143320   143415  complement   fr 2  0.9054
 143320   143403                     0.8982

 143728   143786  complement   fr 2  0.8257
 143746   143779                     0.9567

 143786   143858  direct       fr 1  0.4473
 143808   143837                     0.4979

 143823   143858  direct       fr 1  0.7616

 143907   144041  direct       fr 1  0.2826
 143907   143982                     0.2622

 144247   144318  complement   fr 1  0.7637
 144260   144302                     0.9619

 144551   144617  direct       fr 2  0.6105

 146151   146225  direct       fr 1  0.8281
 146151   146185                     0.7202

 146283   146429  direct       fr 3  0.6456
 146317   146393                     0.5960

 146431   146599  direct       fr 1  0.4164
 146442   146575                     0.3588

 146695   146940  direct       fr 1  0.6517
 146742   146902                     0.8025

 147079   147130  direct       fr 1  0.3986

 147341   147579  direct       fr 3  0.6023
 147341   147522                     0.6146

 147652   147715  direct       fr 3  0.5724

 147982   148162  direct       fr 3  0.6984
 147991   148131                     0.7646

 148497   148557  direct       fr 2  0.4631
 148514   148544                     0.4597

 148816   148960  direct       fr 1  0.6704
 148830   148954                     0.7108

 150952   151043  direct       fr 3  0.5579

 151683   151803  direct       fr 2  0.8670
 151686   151793                     0.8558

 151805   151918  direct       fr 3  0.7393
 151824   151882                     0.9184

 151904   152077  direct       fr 2  0.6019
 151915   152077                     0.6317

 151954   152077  direct       fr 2  0.7183
 151980   152077                     0.7696

 152211   152246  direct       fr 2  0.9516
 152215   152239                     0.9517

 154610   154669  complement   fr 1  0.4118
 154632   154663                     0.4498

 157350   157407  direct       fr 2  0.6969
 157362   157399                     0.8966

 157587   157633  direct       fr 1  0.4645
 157587   157627                     0.5364

 160894   160965  complement   fr 1  0.3955
 160909   160949                     0.4420

 161235   161358  direct       fr 2  0.8577
 161242   161351                     0.8423

 161400   161438  direct       fr 3  0.8318
 161411   161438                     0.9778

 161622   161706  direct       fr 2  0.5026
 161645   161678                     0.4777

 161693   161760  direct       fr 1  0.4632
 161736   161760                     0.5557

 161894   162031  complement   fr 3  0.3030

 162341   162572  direct       fr 1  0.6799
 162369   162528                     0.7238

 162681   162866  direct       fr 3  0.5992
 162697   162866                     0.6391

 162815   162943  complement   fr 2  0.3299
 162863   162936                     0.5157

 162890   162943  complement   fr 2  0.5850
 162896   162936                     0.6076

 163209   163355  direct       fr 2  0.6563
 163223   163294                     0.9531

 163320   163388  direct       fr 1  0.4483

 163486   163527  direct       fr 3  0.5112

 163540   163693  direct       fr 2  0.6960
 163540   163693                     0.6960

 163663   163747  complement   fr 3  0.4943
 163681   163738                     0.5119

 163690   163747  complement   fr 3  0.5461

 163840   163942  direct       fr 2  0.1514
 163840   163928                     0.1596

 163846   163906  complement   fr 2  0.7252

 164040   164123  direct       fr 2  0.5085
 164070   164111                     0.6176

 164126   164175  complement   fr 2  0.6406

 164165   164387  direct       fr 1  0.3769
 164190   164374                     0.3912

 164594   164786  direct       fr 1  0.5158
 164609   164753                     0.6234

 164717   164786  direct       fr 3  0.5144

 165080   165232  complement   fr 3  0.3940
 165099   165213                     0.2849

 165347   165412  direct       fr 3  0.5789

 165388   165667  direct       fr 1  0.5771
